IndividualID,SiteID,Country,Latitude,Longitude,Period,PhaseID,gaussianModelMu,gaussianModelSigma,YearBP,RiteID,Culture,Sex,DepositionType,Dismembered,Head,BodyPositioning,BurialSide,BurialOrientationMin,BurialOrientationMax,GraveGoods,Ochre,DepositionType_bog body,DepositionType_cenotaph,DepositionType_cremation,DepositionType_disarticulated,DepositionType_inhumation,DepositionType_inhumation: carbonized,BodyPositioning_crouched,BodyPositioning_extended,"BodyPositioning_extended, rhomboid",BodyPositioning_heap,BodyPositioning_inside a vessel,BodyPositioning_irregular,BodyPositioning_prone,BodyPositioning_scattered,BodyPositioning_sitting,BurialSide_back,BurialSide_back/left,BurialSide_back/right,BurialSide_bottom,BurialSide_front,BurialSide_front/left,BurialSide_front/right,BurialSide_left,BurialSide_left/back,BurialSide_left/front,BurialSide_right,BurialSide_right/back,BurialSide_right/front,CitationID,aDNAID,Num,ANCE1_v2,ANCE2_v2,ANCE3_v2,ANCE4_v2,ANCE5_v2,ANCE6_v2,ANCE7_v2,ANCE8_v2,ANCE9_v2,mobility_MDS_250y_retrospective,mobility_PCA_250y_retrospective,AncestryMatch_distance,MobilityMatch_distance,aDNACitationID,time_added,user_added,time_last_update,user_last_update
C05010,S10527,Hungary,47.619,19.078,Eneolithic,BUDAK1,4985,154,4985,R02707,Baden,0.5,inhumation,0,1,crouched,left,270,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,bondá2009a,,1619,0.00018275,0.026772,0.00172875,0.214893,0.0018625,0.73360675,0.00058625,0.02035825,1e-05,60.25,94.5,281.137564960604,66.4652580248936,,2024-06-03T22:24:47Z,robert@localhost,2024-06-03T22:24:47Z,robert@localhost
C05011,S10527,Hungary,47.619,19.078,Eneolithic,BUDAK1,4985,154,4985,R02708,Baden,0,inhumation,0,1,crouched,left,135,225,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,bondá2009a,,1620,0.00018275,0.026772,0.00172875,0.214893,0.0018625,0.73360675,0.00058625,0.02035825,1e-05,60.25,94.5,281.137564960604,66.4652580248936,,2024-06-03T22:24:47Z,robert@localhost,2024-06-03T22:24:47Z,robert@localhost
C05012,S10527,Hungary,47.619,19.078,Eneolithic,BUDAK1,4985,154,4985,R02709,Baden,0.5,inhumation,0,1,crouched,right,225,315,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,bondá2009a,,1621,0.00018275,0.026772,0.00172875,0.214893,0.0018625,0.73360675,0.00058625,0.02035825,1e-05,60.25,94.5,281.137564960604,66.4652580248936,,2024-06-03T22:24:47Z,robert@localhost,2024-06-03T22:24:47Z,robert@localhost
C05013,S10527,Hungary,47.619,19.078,Eneolithic,BUDAK1,4985,154,4985,R02710,Baden,0.25,inhumation,0,1,crouched,left,90,180,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,bondá2009a,,1622,0.00018275,0.026772,0.00172875,0.214893,0.0018625,0.73360675,0.00058625,0.02035825,1e-05,60.25,94.5,281.137564960604,66.4652580248936,,2024-06-03T22:24:47Z,robert@localhost,2024-06-03T22:24:47Z,robert@localhost
C05014,S10527,Hungary,47.619,19.078,Eneolithic,BUDAK1,4985,154,4985,R02711,Baden,0,inhumation,0,1,crouched,left,225,315,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,bondá2009a,,1623,0.00018275,0.026772,0.00172875,0.214893,0.0018625,0.73360675,0.00058625,0.02035825,1e-05,60.25,94.5,281.137564960604,66.4652580248936,,2024-06-03T22:24:47Z,robert@localhost,2024-06-03T22:24:47Z,robert@localhost
C05015,S10527,Hungary,47.619,19.078,Eneolithic,BUDAK1,4985,154,4985,R02712,Baden,1,inhumation,0,1,crouched,right,90,180,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,bondá2009a,,1624,0.00018275,0.026772,0.00172875,0.214893,0.0018625,0.73360675,0.00058625,0.02035825,1e-05,60.25,94.5,281.137564960604,66.4652580248936,,2024-06-03T22:24:47Z,robert@localhost,2024-06-03T22:24:47Z,robert@localhost
C05016,S10527,Hungary,47.619,19.078,Eneolithic,BUDAK1,4985,154,4985,R02713,Baden,0.5,inhumation,,1,crouched,right,90,180,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,bondá2009a,,1625,0.00018275,0.026772,0.00172875,0.214893,0.0018625,0.73360675,0.00058625,0.02035825,1e-05,60.25,94.5,281.137564960604,66.4652580248936,,2024-06-03T22:24:47Z,robert@localhost,2024-06-03T22:24:47Z,robert@localhost
C05017,S10527,Hungary,47.619,19.078,Eneolithic,BUDAK1,4985,154,4985,R02714,Baden,0.5,inhumation,0,1,crouched,left,0,90,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,bondá2009a,,1626,0.00018275,0.026772,0.00172875,0.214893,0.0018625,0.73360675,0.00058625,0.02035825,1e-05,60.25,94.5,281.137564960604,66.4652580248936,,2024-06-03T22:24:47Z,robert@localhost,2024-06-03T22:24:47Z,robert@localhost
C05018,S10527,Hungary,47.619,19.078,Eneolithic,BUDAK1,4985,154,4985,R02715,Baden,0.5,inhumation,0,1,extended,back,90,180,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,bondá2009a,,1627,0.00018275,0.026772,0.00172875,0.214893,0.0018625,0.73360675,0.00058625,0.02035825,1e-05,60.25,94.5,281.137564960604,66.4652580248936,,2024-06-03T22:24:47Z,robert@localhost,2024-06-03T22:24:47Z,robert@localhost
C05019,S10527,Hungary,47.619,19.078,Eneolithic,BUDAK1,4985,154,4985,R02716,Baden,1,inhumation,0,1,crouched,right,90,180,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,bondá2009a,,1628,0.00018275,0.026772,0.00172875,0.214893,0.0018625,0.73360675,0.00058625,0.02035825,1e-05,60.25,94.5,281.137564960604,66.4652580248936,,2024-06-03T22:24:47Z,robert@localhost,2024-06-03T22:24:47Z,robert@localhost
C05020,S10527,Hungary,47.619,19.078,Eneolithic,BUDAK1,4985,154,4985,R02717,Baden,0.5,inhumation,0,1,crouched,left,180,270,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,bondá2009a,,1629,0.00018275,0.026772,0.00172875,0.214893,0.0018625,0.73360675,0.00058625,0.02035825,1e-05,60.25,94.5,281.137564960604,66.4652580248936,,2024-06-03T22:24:47Z,robert@localhost,2024-06-03T22:24:47Z,robert@localhost
C05021,S10527,Hungary,47.619,19.078,Eneolithic,BUDAK1,4985,154,4985,R02718,Baden,0.5,inhumation,0,1,crouched,back,225,315,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,bondá2009a,,1630,0.00018275,0.026772,0.00172875,0.214893,0.0018625,0.73360675,0.00058625,0.02035825,1e-05,60.25,94.5,281.137564960604,66.4652580248936,,2024-06-03T22:24:47Z,robert@localhost,2024-06-03T22:24:47Z,robert@localhost
C05022,S10527,Hungary,47.619,19.078,Eneolithic,BUDAK1,4985,154,4985,R02719,Baden,1,inhumation,0,1,crouched,left,90,180,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,bondá2009a,,1631,0.00018275,0.026772,0.00172875,0.214893,0.0018625,0.73360675,0.00058625,0.02035825,1e-05,60.25,94.5,281.137564960604,66.4652580248936,,2024-06-03T22:24:47Z,robert@localhost,2024-06-03T22:24:47Z,robert@localhost
C05023,S10527,Hungary,47.619,19.078,Eneolithic,BUDAK1,4985,154,4985,R02720,Baden,0.5,inhumation,0,1,crouched,right,135,225,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,bondá2009a,,1632,0.00018275,0.026772,0.00172875,0.214893,0.0018625,0.73360675,0.00058625,0.02035825,1e-05,60.25,94.5,281.137564960604,66.4652580248936,,2024-06-03T22:24:47Z,robert@localhost,2024-06-03T22:24:47Z,robert@localhost
C05024,S10527,Hungary,47.619,19.078,Eneolithic,BUDAK1,4985,154,4985,R02721,Baden,0.5,inhumation,0,1,crouched,right,180,270,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,bondá2009a,,1633,0.00018275,0.026772,0.00172875,0.214893,0.0018625,0.73360675,0.00058625,0.02035825,1e-05,60.25,94.5,281.137564960604,66.4652580248936,,2024-06-03T22:24:47Z,robert@localhost,2024-06-03T22:24:47Z,robert@localhost
C05025,S10527,Hungary,47.619,19.078,Eneolithic,BUDAK1,4985,154,4985,R02722,Baden,0.5,inhumation,0,1,crouched,left,0,90,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,bondá2009a,,1634,0.00018275,0.026772,0.00172875,0.214893,0.0018625,0.73360675,0.00058625,0.02035825,1e-05,60.25,94.5,281.137564960604,66.4652580248936,,2024-06-03T22:24:47Z,robert@localhost,2024-06-03T22:24:47Z,robert@localhost
C05026,S10527,Hungary,47.619,19.078,Eneolithic,BUDAK1,4985,154,4985,R02723,Baden,0.5,inhumation,0,1,crouched,right,135,225,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,bondá2009a,,1635,0.00018275,0.026772,0.00172875,0.214893,0.0018625,0.73360675,0.00058625,0.02035825,1e-05,60.25,94.5,281.137564960604,66.4652580248936,,2024-06-03T22:24:47Z,robert@localhost,2024-06-03T22:24:47Z,robert@localhost
C05027,S10527,Hungary,47.619,19.078,Eneolithic,BUDAK1,4985,154,4985,R02724,Baden,0.5,inhumation,0,1,extended,back,90,180,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,bondá2009a,,1636,0.00018275,0.026772,0.00172875,0.214893,0.0018625,0.73360675,0.00058625,0.02035825,1e-05,60.25,94.5,281.137564960604,66.4652580248936,,2024-06-03T22:24:47Z,robert@localhost,2024-06-03T22:24:47Z,robert@localhost
C05028,S10527,Hungary,47.619,19.078,Eneolithic,BUDAK1,4985,154,4985,R02725,Baden,0.5,inhumation,0,1,crouched,right,90,180,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,bondá2009a,,1637,0.00018275,0.026772,0.00172875,0.214893,0.0018625,0.73360675,0.00058625,0.02035825,1e-05,60.25,94.5,281.137564960604,66.4652580248936,,2024-06-03T22:24:47Z,robert@localhost,2024-06-03T22:24:47Z,robert@localhost
C05029,S10527,Hungary,47.619,19.078,Eneolithic,BUDAK1,4985,154,4985,R02726,Baden,0,inhumation,0,1,crouched,left,90,180,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,bondá2009a,,1638,0.00018275,0.026772,0.00172875,0.214893,0.0018625,0.73360675,0.00058625,0.02035825,1e-05,60.25,94.5,281.137564960604,66.4652580248936,,2024-06-03T22:24:47Z,robert@localhost,2024-06-03T22:24:47Z,robert@localhost
C05030,S10527,Hungary,47.619,19.078,Eneolithic,BUDAK1,4985,154,4985,R02727,Baden,1,inhumation,0,1,crouched,right,90,180,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,bondá2009a,,1639,0.00018275,0.026772,0.00172875,0.214893,0.0018625,0.73360675,0.00058625,0.02035825,1e-05,60.25,94.5,281.137564960604,66.4652580248936,,2024-06-03T22:24:47Z,robert@localhost,2024-06-03T22:24:47Z,robert@localhost
C05031,S10527,Hungary,47.619,19.078,Eneolithic,BUDAK1,4985,154,4985,R02728,Baden,0.5,inhumation,0,1,crouched,right,0,90,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,bondá2009a,,1640,0.00018275,0.026772,0.00172875,0.214893,0.0018625,0.73360675,0.00058625,0.02035825,1e-05,60.25,94.5,281.137564960604,66.4652580248936,,2024-06-03T22:24:47Z,robert@localhost,2024-06-03T22:24:47Z,robert@localhost
C05032,S10527,Hungary,47.619,19.078,Eneolithic,BUDAK1,4985,154,4985,R02729,Baden,0.25,inhumation,0,1,crouched,right,0,90,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,bondá2009a,,1641,0.00018275,0.026772,0.00172875,0.214893,0.0018625,0.73360675,0.00058625,0.02035825,1e-05,60.25,94.5,281.137564960604,66.4652580248936,,2024-06-03T22:24:47Z,robert@localhost,2024-06-03T22:24:47Z,robert@localhost
C05033,S10527,Hungary,47.619,19.078,Eneolithic,BUDAK1,4985,154,4985,R02730,Baden,0.5,inhumation,,1,crouched,,135,225,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,bondá2009a,,1642,0.00018275,0.026772,0.00172875,0.214893,0.0018625,0.73360675,0.00058625,0.02035825,1e-05,60.25,94.5,281.137564960604,66.4652580248936,,2024-06-03T22:24:47Z,robert@localhost,2024-06-03T22:24:47Z,robert@localhost
C05034,S10527,Hungary,47.619,19.078,Eneolithic,BUDAK1,4985,154,4985,R02731,Baden,0.5,inhumation,0,1,crouched,left,180,270,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,bondá2009a,,1643,0.00018275,0.026772,0.00172875,0.214893,0.0018625,0.73360675,0.00058625,0.02035825,1e-05,60.25,94.5,281.137564960604,66.4652580248936,,2024-06-03T22:24:47Z,robert@localhost,2024-06-03T22:24:47Z,robert@localhost
C05035,S10527,Hungary,47.619,19.078,Eneolithic,BUDAK1,4985,154,4985,R02732,Baden,1,inhumation,0,1,crouched,left,135,225,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,bondá2009a,,1644,0.00018275,0.026772,0.00172875,0.214893,0.0018625,0.73360675,0.00058625,0.02035825,1e-05,60.25,94.5,281.137564960604,66.4652580248936,,2024-06-03T22:24:47Z,robert@localhost,2024-06-03T22:24:47Z,robert@localhost
C05036,S10527,Hungary,47.619,19.078,Eneolithic,BUDAK1,4985,154,4985,R02733,Baden,0.5,inhumation,0,1,crouched,left,90,180,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,bondá2009a,,1645,0.00018275,0.026772,0.00172875,0.214893,0.0018625,0.73360675,0.00058625,0.02035825,1e-05,60.25,94.5,281.137564960604,66.4652580248936,,2024-06-03T22:24:47Z,robert@localhost,2024-06-03T22:24:47Z,robert@localhost
C05037,S10527,Hungary,47.619,19.078,Eneolithic,BUDAK1,4985,154,4985,R02734,Baden,0,inhumation,0,1,crouched,right,90,180,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,bondá2009a,,1646,0.00018275,0.026772,0.00172875,0.214893,0.0018625,0.73360675,0.00058625,0.02035825,1e-05,60.25,94.5,281.137564960604,66.4652580248936,,2024-06-03T22:24:47Z,robert@localhost,2024-06-03T22:24:47Z,robert@localhost
C05038,S10527,Hungary,47.619,19.078,Eneolithic,BUDAK1,4985,154,4985,R02735,Baden,0,inhumation,0,1,crouched,right,90,180,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,bondá2009a,,1647,0.00018275,0.026772,0.00172875,0.214893,0.0018625,0.73360675,0.00058625,0.02035825,1e-05,60.25,94.5,281.137564960604,66.4652580248936,,2024-06-03T22:24:47Z,robert@localhost,2024-06-03T22:24:47Z,robert@localhost
C05039,S10527,Hungary,47.619,19.078,Eneolithic,BUDAK1,4985,154,4985,R02736,Baden,0,inhumation,,1,crouched,left,90,180,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,bondá2009a,,1648,0.00018275,0.026772,0.00172875,0.214893,0.0018625,0.73360675,0.00058625,0.02035825,1e-05,60.25,94.5,281.137564960604,66.4652580248936,,2024-06-03T22:24:47Z,robert@localhost,2024-06-03T22:24:47Z,robert@localhost
C05040,S10527,Hungary,47.619,19.078,Eneolithic,BUDAK1,4985,154,4985,R02737,Baden,0.75,inhumation,0,1,crouched,right,180,270,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,bondá2009a,,1649,0.00018275,0.026772,0.00172875,0.214893,0.0018625,0.73360675,0.00058625,0.02035825,1e-05,60.25,94.5,281.137564960604,66.4652580248936,,2024-06-03T22:24:47Z,robert@localhost,2024-06-03T22:24:47Z,robert@localhost
C05041,S10527,Hungary,47.619,19.078,Eneolithic,BUDAK1,4985,154,4985,R02738,Baden,0.75,inhumation,0,1,crouched,right,90,180,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,bondá2009a,,1650,0.00018275,0.026772,0.00172875,0.214893,0.0018625,0.73360675,0.00058625,0.02035825,1e-05,60.25,94.5,281.137564960604,66.4652580248936,,2024-06-03T22:24:47Z,robert@localhost,2024-06-03T22:24:47Z,robert@localhost
C05042,S10527,Hungary,47.619,19.078,Eneolithic,BUDAK1,4985,154,4985,R02739,Baden,1,inhumation,0,1,crouched,left,180,270,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,bondá2009a,,1651,0.00018275,0.026772,0.00172875,0.214893,0.0018625,0.73360675,0.00058625,0.02035825,1e-05,60.25,94.5,281.137564960604,66.4652580248936,,2024-06-03T22:24:47Z,robert@localhost,2024-06-03T22:24:47Z,robert@localhost
C05043,S10527,Hungary,47.619,19.078,Eneolithic,BUDAK1,4985,154,4985,R02740,Baden,0,inhumation,0,1,crouched,right,90,180,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,bondá2009a,,1652,0.00018275,0.026772,0.00172875,0.214893,0.0018625,0.73360675,0.00058625,0.02035825,1e-05,60.25,94.5,281.137564960604,66.4652580248936,,2024-06-03T22:24:47Z,robert@localhost,2024-06-03T22:24:47Z,robert@localhost
C05044,S10527,Hungary,47.619,19.078,Eneolithic,BUDAK1,4985,154,4985,R02741,Baden,0.5,inhumation,0,1,crouched,left,135,225,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,bondá2009a,,1653,0.00018275,0.026772,0.00172875,0.214893,0.0018625,0.73360675,0.00058625,0.02035825,1e-05,60.25,94.5,281.137564960604,66.4652580248936,,2024-06-03T22:24:47Z,robert@localhost,2024-06-03T22:24:47Z,robert@localhost
C05045,S10527,Hungary,47.619,19.078,Eneolithic,BUDAK1,4985,154,4985,R02742,Baden,0,inhumation,0,1,crouched,right,90,180,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,bondá2009a,,1654,0.00018275,0.026772,0.00172875,0.214893,0.0018625,0.73360675,0.00058625,0.02035825,1e-05,60.25,94.5,281.137564960604,66.4652580248936,,2024-06-03T22:24:47Z,robert@localhost,2024-06-03T22:24:47Z,robert@localhost
C05046,S10527,Hungary,47.619,19.078,Eneolithic,BUDAK1,4985,154,4985,R02743,Baden,1,inhumation,0,1,crouched,right,135,225,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,bondá2009a,,1655,0.00018275,0.026772,0.00172875,0.214893,0.0018625,0.73360675,0.00058625,0.02035825,1e-05,60.25,94.5,281.137564960604,66.4652580248936,,2024-06-03T22:24:47Z,robert@localhost,2024-06-03T22:24:47Z,robert@localhost
C05047,S10527,Hungary,47.619,19.078,Eneolithic,BUDAK1,4985,154,4985,R02744,Baden,0.75,inhumation,,,crouched,left,135,225,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,bondá2009a,,1656,0.00018275,0.026772,0.00172875,0.214893,0.0018625,0.73360675,0.00058625,0.02035825,1e-05,60.25,94.5,281.137564960604,66.4652580248936,,2024-06-03T22:24:47Z,robert@localhost,2024-06-03T22:24:47Z,robert@localhost
C05048,S10527,Hungary,47.619,19.078,Eneolithic,BUDAK1,4985,154,4985,R02745,Baden,0.5,inhumation,0,1,crouched,left,135,225,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,bondá2009a,,1657,0.00018275,0.026772,0.00172875,0.214893,0.0018625,0.73360675,0.00058625,0.02035825,1e-05,60.25,94.5,281.137564960604,66.4652580248936,,2024-06-03T22:24:47Z,robert@localhost,2024-06-03T22:24:47Z,robert@localhost
C05049,S10527,Hungary,47.619,19.078,Eneolithic,BUDAK1,4985,154,4985,R02746,Baden,0,inhumation,,,crouched,left,,,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,bondá2009a,,1658,0.00018275,0.026772,0.00172875,0.214893,0.0018625,0.73360675,0.00058625,0.02035825,1e-05,60.25,94.5,281.137564960604,66.4652580248936,,2024-06-03T22:24:47Z,robert@localhost,2024-06-03T22:24:47Z,robert@localhost
C05050,S10527,Hungary,47.619,19.078,Eneolithic,BUDAK1,4985,154,4985,R02747,Baden,0.5,inhumation,0,1,crouched,left,180,270,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,bondá2009a,,1659,0.00018275,0.026772,0.00172875,0.214893,0.0018625,0.73360675,0.00058625,0.02035825,1e-05,60.25,94.5,281.137564960604,66.4652580248936,,2024-06-03T22:24:47Z,robert@localhost,2024-06-03T22:24:47Z,robert@localhost
C05051,S10527,Hungary,47.619,19.078,Eneolithic,BUDAK1,4985,154,4985,R02748,Baden,0.5,inhumation,0,1,crouched,right,135,225,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,bondá2009a,,1660,0.00018275,0.026772,0.00172875,0.214893,0.0018625,0.73360675,0.00058625,0.02035825,1e-05,60.25,94.5,281.137564960604,66.4652580248936,,2024-06-03T22:24:47Z,robert@localhost,2024-06-03T22:24:47Z,robert@localhost
C05052,S10527,Hungary,47.619,19.078,Eneolithic,BUDAK1,4985,154,4985,R02749,Baden,1,inhumation,0,1,crouched,right,180,270,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,bondá2009a,,1661,0.00018275,0.026772,0.00172875,0.214893,0.0018625,0.73360675,0.00058625,0.02035825,1e-05,60.25,94.5,281.137564960604,66.4652580248936,,2024-06-03T22:24:47Z,robert@localhost,2024-06-03T22:24:47Z,robert@localhost
C05053,S10527,Hungary,47.619,19.078,Eneolithic,BUDAK1,4985,154,4985,R02750,Baden,0.5,inhumation,0,1,crouched,right,90,180,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,bondá2009a,,1662,0.00018275,0.026772,0.00172875,0.214893,0.0018625,0.73360675,0.00058625,0.02035825,1e-05,60.25,94.5,281.137564960604,66.4652580248936,,2024-06-03T22:24:47Z,robert@localhost,2024-06-03T22:24:47Z,robert@localhost
C05054,S10527,Hungary,47.619,19.078,Eneolithic,BUDAK1,4985,154,4985,R02751,Baden,1,inhumation,0,1,crouched,left,135,225,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,bondá2009a,,1663,0.00018275,0.026772,0.00172875,0.214893,0.0018625,0.73360675,0.00058625,0.02035825,1e-05,60.25,94.5,281.137564960604,66.4652580248936,,2024-06-03T22:24:47Z,robert@localhost,2024-06-03T22:24:47Z,robert@localhost
C05055,S10527,Hungary,47.619,19.078,Eneolithic,BUDAK1,4985,154,4985,R02752,Baden,0,inhumation,0,1,crouched,left,90,180,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,bondá2009a,,1664,0.00018275,0.026772,0.00172875,0.214893,0.0018625,0.73360675,0.00058625,0.02035825,1e-05,60.25,94.5,281.137564960604,66.4652580248936,,2024-06-03T22:24:47Z,robert@localhost,2024-06-03T22:24:47Z,robert@localhost
C05056,S10527,Hungary,47.619,19.078,Eneolithic,BUDAK1,4985,154,4985,R02753,Baden,1,inhumation,0,1,extended,back,135,225,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,bondá2009a,,1665,0.00018275,0.026772,0.00172875,0.214893,0.0018625,0.73360675,0.00058625,0.02035825,1e-05,60.25,94.5,281.137564960604,66.4652580248936,,2024-06-03T22:24:47Z,robert@localhost,2024-06-03T22:24:47Z,robert@localhost
C05057,S10527,Hungary,47.619,19.078,Eneolithic,BUDAK1,4985,154,4985,R02754,Baden,0.25,inhumation,0,1,crouched,left,225,315,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,bondá2009a,,1666,0.00018275,0.026772,0.00172875,0.214893,0.0018625,0.73360675,0.00058625,0.02035825,1e-05,60.25,94.5,281.137564960604,66.4652580248936,,2024-06-03T22:24:47Z,robert@localhost,2024-06-03T22:24:47Z,robert@localhost
C05058,S10527,Hungary,47.619,19.078,Eneolithic,BUDAK1,4985,154,4985,R02755,Baden,0.5,inhumation,,1,crouched,left,90,180,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,bondá2009a,,1667,0.00018275,0.026772,0.00172875,0.214893,0.0018625,0.73360675,0.00058625,0.02035825,1e-05,60.25,94.5,281.137564960604,66.4652580248936,,2024-06-03T22:24:47Z,robert@localhost,2024-06-03T22:24:47Z,robert@localhost
C05059,S10527,Hungary,47.619,19.078,Eneolithic,BUDAK1,4985,154,4985,R02756,Baden,0.5,inhumation,0,1,crouched,left,180,270,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,bondá2009a,,1668,0.00018275,0.026772,0.00172875,0.214893,0.0018625,0.73360675,0.00058625,0.02035825,1e-05,60.25,94.5,281.137564960604,66.4652580248936,,2024-06-03T22:24:47Z,robert@localhost,2024-06-03T22:24:47Z,robert@localhost
