IndividualID,SiteID,Country,Latitude,Longitude,Period,PhaseID,gaussianModelMu,gaussianModelSigma,YearBP,RiteID,Culture,Sex,DepositionType,Dismembered,Head,BodyPositioning,BurialSide,BurialOrientationMin,BurialOrientationMax,GraveGoods,Ochre,DepositionType_bog body,DepositionType_cenotaph,DepositionType_cremation,DepositionType_disarticulated,DepositionType_inhumation,DepositionType_inhumation: carbonized,BodyPositioning_crouched,BodyPositioning_extended,"BodyPositioning_extended, rhomboid",BodyPositioning_heap,BodyPositioning_inside a vessel,BodyPositioning_irregular,BodyPositioning_prone,BodyPositioning_scattered,BodyPositioning_sitting,BurialSide_back,BurialSide_back/left,BurialSide_back/right,BurialSide_bottom,BurialSide_front,BurialSide_front/left,BurialSide_front/right,BurialSide_left,BurialSide_left/back,BurialSide_left/front,BurialSide_right,BurialSide_right/back,BurialSide_right/front,CitationID,aDNAID,Num,ANCE1_v2,ANCE2_v2,ANCE3_v2,ANCE4_v2,ANCE5_v2,ANCE6_v2,ANCE7_v2,ANCE8_v2,ANCE9_v2,mobility_MDS_250y_retrospective,mobility_PCA_250y_retrospective,AncestryMatch_distance,MobilityMatch_distance,aDNACitationID,time_added,user_added,time_last_update,user_last_update
C03349,S10051,Hungary,47.81,20.889,Eneolithic,MEZ1,5211,252,5211,R02423,Yamnaya,0.5,cremation,1,,,,,,1,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,kalic1999a,,1350,0.009038,0.011484,1e-05,0.193359,1e-05,0.766845,1e-05,0.019234,1e-05,161.75,120,349.631117453465,109.394647132649,,2024-06-03T22:24:47Z,robert@localhost,2024-06-03T22:24:47Z,robert@localhost
C03350,S10051,Hungary,47.81,20.889,Eneolithic,MEZ1,5211,252,5211,R02424,Yamnaya,0.5,cremation,1,,,,,,1,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,kalic1999a,,1351,0.009038,0.011484,1e-05,0.193359,1e-05,0.766845,1e-05,0.019234,1e-05,161.75,120,349.631117453465,109.394647132649,,2024-06-03T22:24:47Z,robert@localhost,2024-06-03T22:24:47Z,robert@localhost
C03351,S10051,Hungary,47.81,20.889,Eneolithic,MEZ1,5211,252,4200,R02425,Yamnaya,0.5,inhumation,0,1,extended,back,0,,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,kalic1999a,I5519,3410,0.0020715,0.2735675,1e-05,0.2178365,0.00043,0.479612,1e-05,0.0254155,0.001047,,,236.566865742874,,olald2018a,2024-06-03T22:24:47Z,robert@localhost,2024-06-03T22:24:47Z,robert@localhost
C03352,S10051,Hungary,47.81,20.889,Eneolithic,MEZ1,5211,252,5211,R02426,Yamnaya,0.5,cremation,1,,,,,,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,kalic1999a,,1352,0.009038,0.011484,1e-05,0.193359,1e-05,0.766845,1e-05,0.019234,1e-05,161.75,120,349.631117453465,109.394647132649,,2024-06-03T22:24:47Z,robert@localhost,2024-06-03T22:24:47Z,robert@localhost
C03353,S10051,Hungary,47.81,20.889,Eneolithic,MEZ1,5211,252,5211,R02427,Yamnaya,0.5,cremation,1,,,,,,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,kalic1999a,,1353,0.009038,0.011484,1e-05,0.193359,1e-05,0.766845,1e-05,0.019234,1e-05,161.75,120,349.631117453465,109.394647132649,,2024-06-03T22:24:47Z,robert@localhost,2024-06-03T22:24:47Z,robert@localhost
C03354,S10051,Hungary,47.81,20.889,Eneolithic,MEZ1,5211,252,5211,R02428,Yamnaya,0.5,cremation,1,,,,,,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,kalic1999a,,1354,0.009038,0.011484,1e-05,0.193359,1e-05,0.766845,1e-05,0.019234,1e-05,161.75,120,349.631117453465,109.394647132649,,2024-06-03T22:24:47Z,robert@localhost,2024-06-03T22:24:47Z,robert@localhost
C03355,S10051,Hungary,47.81,20.889,Eneolithic,MEZ1,5211,252,5211,R02429,Yamnaya,0.5,cremation,1,,,,,,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,kalic1999a,,1355,0.009038,0.011484,1e-05,0.193359,1e-05,0.766845,1e-05,0.019234,1e-05,161.75,120,349.631117453465,109.394647132649,,2024-06-03T22:24:47Z,robert@localhost,2024-06-03T22:24:47Z,robert@localhost
C03356,S10051,Hungary,47.81,20.889,Eneolithic,MEZ1,5211,252,5211,R02430,Yamnaya,0.5,inhumation,0,1,extended,left,110,,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,kalic1999a,,1356,0.009038,0.011484,1e-05,0.193359,1e-05,0.766845,1e-05,0.019234,1e-05,161.75,120,349.631117453465,109.394647132649,,2024-06-03T22:24:47Z,robert@localhost,2024-06-03T22:24:47Z,robert@localhost
C03357,S10051,Hungary,47.81,20.889,Eneolithic,MEZ1,5211,252,5211,R02431,Baden,0.5,inhumation,0,,,,,,1,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,kalic1999a,,1357,0.009038,0.011484,1e-05,0.193359,1e-05,0.766845,1e-05,0.019234,1e-05,161.75,120,349.631117453465,109.394647132649,,2024-06-03T22:24:47Z,robert@localhost,2024-06-03T22:24:47Z,robert@localhost
C03358,S10051,Hungary,47.81,20.889,Eneolithic,MEZ1,5211,252,5211,R02432,Baden,0.5,inhumation,0,1,crouched,left,45,135,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,kalic1999a,,1358,0.009038,0.011484,1e-05,0.193359,1e-05,0.766845,1e-05,0.019234,1e-05,161.75,120,349.631117453465,109.394647132649,,2024-06-03T22:24:47Z,robert@localhost,2024-06-03T22:24:47Z,robert@localhost
C03359,S10129,Austria,48.667,16.58,Neolithic,KLH1,7050,109,7050,R00420,Linearbandkeramik,0,inhumation,,1,crouched,left,95,,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,neuge2015a,,227,0.0003635,0.0059465,0.003471,0.080769,0.006909,0.8473805,1e-05,0.0551335,1.7e-05,148.5,414.75,297.095543915613,25.7001487870656,,2024-05-30T17:47:41Z,robert@localhost,2024-05-30T17:47:41Z,robert@localhost
C03360,S10129,Austria,48.667,16.58,Neolithic,KLH1,7050,109,7050,R00421,Linearbandkeramik,1,inhumation,,1,crouched,left,120,,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,neuge2015a,,228,0.0003635,0.0059465,0.003471,0.080769,0.006909,0.8473805,1e-05,0.0551335,1.7e-05,148.5,414.75,297.095543915613,25.7001487870656,,2024-05-30T17:47:41Z,robert@localhost,2024-05-30T17:47:41Z,robert@localhost
C03361,S10129,Austria,48.667,16.58,Neolithic,KLH1,7050,109,7050,R00422,Linearbandkeramik,0.5,inhumation,,1,crouched,left,120,,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,neuge2015a,,229,0.0003635,0.0059465,0.003471,0.080769,0.006909,0.8473805,1e-05,0.0551335,1.7e-05,148.5,414.75,297.095543915613,25.7001487870656,,2024-05-30T17:47:41Z,robert@localhost,2024-05-30T17:47:41Z,robert@localhost
C03362,S10129,Austria,48.667,16.58,Neolithic,KLH1,7050,109,7050,R00423,Linearbandkeramik,0.5,inhumation,,1,,,110,,1,1,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,neuge2015a,,230,0.0003635,0.0059465,0.003471,0.080769,0.006909,0.8473805,1e-05,0.0551335,1.7e-05,148.5,414.75,297.095543915613,25.7001487870656,,2024-05-30T17:47:41Z,robert@localhost,2024-05-30T17:47:41Z,robert@localhost
C03363,S10129,Austria,48.667,16.58,Neolithic,KLH1,7050,109,7050,R00424,Linearbandkeramik,0.5,inhumation,,,,,,,0,,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,neuge2015a,,231,0.0003635,0.0059465,0.003471,0.080769,0.006909,0.8473805,1e-05,0.0551335,1.7e-05,148.5,414.75,297.095543915613,25.7001487870656,,2024-05-30T17:47:41Z,robert@localhost,2024-05-30T17:47:41Z,robert@localhost
C03364,S10129,Austria,48.667,16.58,Neolithic,KLH1,7050,109,7050,R00425,Linearbandkeramik,0.5,inhumation,,,,,,,0,,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,neuge2015a,,232,0.0003635,0.0059465,0.003471,0.080769,0.006909,0.8473805,1e-05,0.0551335,1.7e-05,148.5,414.75,297.095543915613,25.7001487870656,,2024-05-30T17:47:41Z,robert@localhost,2024-05-30T17:47:41Z,robert@localhost
C03365,S10129,Austria,48.667,16.58,Neolithic,KLH1,7050,109,7050,R00426,Linearbandkeramik,0,inhumation,,,,,,,1,,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,neuge2015a,,233,0.0003635,0.0059465,0.003471,0.080769,0.006909,0.8473805,1e-05,0.0551335,1.7e-05,148.5,414.75,297.095543915613,25.7001487870656,,2024-05-30T17:47:41Z,robert@localhost,2024-05-30T17:47:41Z,robert@localhost
C03366,S10129,Austria,48.667,16.58,Neolithic,KLH1,7050,109,7050,R00427,Linearbandkeramik,0.5,inhumation,,1,crouched,left,100,,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,neuge2015a,,234,0.0003635,0.0059465,0.003471,0.080769,0.006909,0.8473805,1e-05,0.0551335,1.7e-05,148.5,414.75,297.095543915613,25.7001487870656,,2024-05-30T17:47:41Z,robert@localhost,2024-05-30T17:47:41Z,robert@localhost
C03367,S10129,Austria,48.667,16.58,Neolithic,KLH1,7050,109,7050,R00428,Linearbandkeramik,0.5,inhumation,,,,,,,0,,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,neuge2015a,,235,0.0003635,0.0059465,0.003471,0.080769,0.006909,0.8473805,1e-05,0.0551335,1.7e-05,148.5,414.75,297.095543915613,25.7001487870656,,2024-05-30T17:47:41Z,robert@localhost,2024-05-30T17:47:41Z,robert@localhost
C03368,S10129,Austria,48.667,16.58,Neolithic,KLH1,7050,109,7050,R00429,Linearbandkeramik,0,inhumation,,1,crouched,left,130,,1,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,neuge2015a,,236,0.0003635,0.0059465,0.003471,0.080769,0.006909,0.8473805,1e-05,0.0551335,1.7e-05,148.5,414.75,297.095543915613,25.7001487870656,,2024-05-30T17:47:41Z,robert@localhost,2024-05-30T17:47:41Z,robert@localhost
C03369,S10129,Austria,48.667,16.58,Neolithic,KLH1,7050,109,7050,R00430,Linearbandkeramik,0.5,inhumation,,,,,,,1,,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,neuge2015a,,237,0.0003635,0.0059465,0.003471,0.080769,0.006909,0.8473805,1e-05,0.0551335,1.7e-05,148.5,414.75,297.095543915613,25.7001487870656,,2024-05-30T17:47:41Z,robert@localhost,2024-05-30T17:47:41Z,robert@localhost
C03370,S10129,Austria,48.667,16.58,Neolithic,KLH1,7050,109,7050,R00431,Linearbandkeramik,0.5,inhumation,1,1,crouched,left,120,,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,neuge2015a,,238,0.0003635,0.0059465,0.003471,0.080769,0.006909,0.8473805,1e-05,0.0551335,1.7e-05,148.5,414.75,297.095543915613,25.7001487870656,,2024-05-30T17:47:41Z,robert@localhost,2024-05-30T17:47:41Z,robert@localhost
C03371,S10129,Austria,48.667,16.58,Neolithic,KLH1,7050,109,7050,R00432,Linearbandkeramik,0.5,inhumation,1,1,crouched,left,110,,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,neuge2015a,,239,0.0003635,0.0059465,0.003471,0.080769,0.006909,0.8473805,1e-05,0.0551335,1.7e-05,148.5,414.75,297.095543915613,25.7001487870656,,2024-05-30T17:47:41Z,robert@localhost,2024-05-30T17:47:41Z,robert@localhost
C03372,S10129,Austria,48.667,16.58,Neolithic,KLH1,7050,109,7050,R00433,Linearbandkeramik,0,inhumation,0,1,crouched,left,130,,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,neuge2015a,,240,0.0003635,0.0059465,0.003471,0.080769,0.006909,0.8473805,1e-05,0.0551335,1.7e-05,148.5,414.75,297.095543915613,25.7001487870656,,2024-05-30T17:47:41Z,robert@localhost,2024-05-30T17:47:41Z,robert@localhost
C03373,S10129,Austria,48.667,16.58,Neolithic,KLH1,7050,109,7050,R00434,Linearbandkeramik,1,inhumation,0,1,crouched,left,150,,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,neuge2015a,,241,0.0003635,0.0059465,0.003471,0.080769,0.006909,0.8473805,1e-05,0.0551335,1.7e-05,148.5,414.75,297.095543915613,25.7001487870656,,2024-05-30T17:47:41Z,robert@localhost,2024-05-30T17:47:41Z,robert@localhost
C03374,S10129,Austria,48.667,16.58,Neolithic,KLH1,7050,109,7088,R00435,Linearbandkeramik,0,inhumation,,1,crouched,left,300,,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,neuge2015a,I5068,3374,0.0003635,0.0059465,0.003471,0.080769,0.006909,0.8473805,1e-05,0.0551335,1.7e-05,,,332.095543915613,,mathi2018a,2024-05-30T17:47:41Z,robert@localhost,2024-05-30T17:47:41Z,robert@localhost
C03375,S10129,Austria,48.667,16.58,Neolithic,KLH1,7050,109,7050,R00436,Linearbandkeramik,0.5,inhumation,,1,crouched,left,290,,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,neuge2015a,,242,0.0003635,0.0059465,0.003471,0.080769,0.006909,0.8473805,1e-05,0.0551335,1.7e-05,148.5,414.75,297.095543915613,25.7001487870656,,2024-05-30T17:47:41Z,robert@localhost,2024-05-30T17:47:41Z,robert@localhost
C03376,S10129,Austria,48.667,16.58,Neolithic,KLH1,7050,109,7050,R00437,Linearbandkeramik,0.5,inhumation,,1,crouched,left,140,,0,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,neuge2015a,,243,0.0003635,0.0059465,0.003471,0.080769,0.006909,0.8473805,1e-05,0.0551335,1.7e-05,148.5,414.75,297.095543915613,25.7001487870656,,2024-05-30T17:47:41Z,robert@localhost,2024-05-30T17:47:41Z,robert@localhost
C03377,S10129,Austria,48.667,16.58,Neolithic,KLH1,7050,109,7050,R00438,Linearbandkeramik,0.5,inhumation,,1,crouched,left,30,,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,neuge2015a,,244,0.0003635,0.0059465,0.003471,0.080769,0.006909,0.8473805,1e-05,0.0551335,1.7e-05,148.5,414.75,297.095543915613,25.7001487870656,,2024-05-30T17:47:41Z,robert@localhost,2024-05-30T17:47:41Z,robert@localhost
C03378,S10129,Austria,48.667,16.58,Neolithic,KLH1,7050,109,7050,R00439,Linearbandkeramik,0.5,inhumation,,,crouched,left,120,,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,neuge2015a,,245,0.0003635,0.0059465,0.003471,0.080769,0.006909,0.8473805,1e-05,0.0551335,1.7e-05,148.5,414.75,297.095543915613,25.7001487870656,,2024-05-30T17:47:41Z,robert@localhost,2024-05-30T17:47:41Z,robert@localhost
C03379,S10129,Austria,48.667,16.58,Neolithic,KLH1,7050,109,6952,R00440,Linearbandkeramik,1,inhumation,0,1,crouched,right,0,,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,neuge2015a,I5069,3375,0.000603,0.005418,0.004113,0.088258,0.00598066666666667,0.839159,0.000521666666666667,0.0550916666666667,0.000854666666666667,,,395.095543915613,,mathi2018a,2024-05-30T17:47:41Z,robert@localhost,2024-05-30T17:47:41Z,robert@localhost
C03380,S10129,Austria,48.667,16.58,Neolithic,KLH1,7050,109,7050,R00441,Linearbandkeramik,1,inhumation,,1,crouched,left,60,,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,neuge2015a,,246,0.0003635,0.0059465,0.003471,0.080769,0.006909,0.8473805,1e-05,0.0551335,1.7e-05,148.5,414.75,297.095543915613,25.7001487870656,,2024-05-30T17:47:41Z,robert@localhost,2024-05-30T17:47:41Z,robert@localhost
C03381,S10129,Austria,48.667,16.58,Neolithic,KLH1,7050,109,7050,R00442,Linearbandkeramik,0,inhumation,,1,crouched,left,110,,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,neuge2015a,,247,0.0003635,0.0059465,0.003471,0.080769,0.006909,0.8473805,1e-05,0.0551335,1.7e-05,148.5,414.75,297.095543915613,25.7001487870656,,2024-05-30T17:47:41Z,robert@localhost,2024-05-30T17:47:41Z,robert@localhost
C03382,S10129,Austria,48.667,16.58,Neolithic,KLH1,7050,109,7050,R00443,Linearbandkeramik,0.5,inhumation,0,1,crouched,left,160,,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,neuge2015a,,248,0.0003635,0.0059465,0.003471,0.080769,0.006909,0.8473805,1e-05,0.0551335,1.7e-05,148.5,414.75,297.095543915613,25.7001487870656,,2024-05-30T17:47:41Z,robert@localhost,2024-05-30T17:47:41Z,robert@localhost
C03383,S10129,Austria,48.667,16.58,Neolithic,KLH1,7050,109,7050,R00444,Linearbandkeramik,0.5,inhumation,,,,,,,1,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,neuge2015a,,249,0.0003635,0.0059465,0.003471,0.080769,0.006909,0.8473805,1e-05,0.0551335,1.7e-05,148.5,414.75,297.095543915613,25.7001487870656,,2024-05-30T17:47:41Z,robert@localhost,2024-05-30T17:47:41Z,robert@localhost
C03384,S10129,Austria,48.667,16.58,Neolithic,KLH1,7050,109,7050,R00445,Linearbandkeramik,1,inhumation,,1,crouched,left,90,,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,neuge2015a,I16006,3071,0.0003635,0.0059465,0.003471,0.080769,0.006909,0.8473805,1e-05,0.0551335,1.7e-05,148.5,414.75,297.095543915613,25.7001487870656,gelab2023a,2024-05-30T17:47:41Z,robert@localhost,2024-05-30T17:47:41Z,robert@localhost
C03385,S10129,Austria,48.667,16.58,Neolithic,KLH1,7050,109,7050,R00446,Linearbandkeramik,0.5,inhumation,,,crouched,left,,,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,neuge2015a,,250,0.0003635,0.0059465,0.003471,0.080769,0.006909,0.8473805,1e-05,0.0551335,1.7e-05,148.5,414.75,297.095543915613,25.7001487870656,,2024-05-30T17:47:41Z,robert@localhost,2024-05-30T17:47:41Z,robert@localhost
C03386,S10129,Austria,48.667,16.58,Neolithic,KLH1,7050,109,7050,R00447,Linearbandkeramik,0.5,inhumation,0,1,crouched,left,140,,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,neuge2015a,,251,0.0003635,0.0059465,0.003471,0.080769,0.006909,0.8473805,1e-05,0.0551335,1.7e-05,148.5,414.75,297.095543915613,25.7001487870656,,2024-05-30T17:47:41Z,robert@localhost,2024-05-30T17:47:41Z,robert@localhost
C03387,S10129,Austria,48.667,16.58,Neolithic,KLH1,7050,109,7050,R00448,Linearbandkeramik,0.5,inhumation,0,1,crouched,right,110,,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,neuge2015a,,252,0.0003635,0.0059465,0.003471,0.080769,0.006909,0.8473805,1e-05,0.0551335,1.7e-05,148.5,414.75,297.095543915613,25.7001487870656,,2024-05-30T17:47:41Z,robert@localhost,2024-05-30T17:47:41Z,robert@localhost
C03388,S10129,Austria,48.667,16.58,Neolithic,KLH1,7050,109,7050,R00449,Linearbandkeramik,0,inhumation,0,1,crouched,left,110,,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,neuge2015a,,253,0.0003635,0.0059465,0.003471,0.080769,0.006909,0.8473805,1e-05,0.0551335,1.7e-05,148.5,414.75,297.095543915613,25.7001487870656,,2024-05-30T17:47:41Z,robert@localhost,2024-05-30T17:47:41Z,robert@localhost
C03389,S10129,Austria,48.667,16.58,Neolithic,KLH1,7050,109,7050,R00450,Linearbandkeramik,0.5,inhumation,,,crouched,left,,,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,neuge2015a,,254,0.0003635,0.0059465,0.003471,0.080769,0.006909,0.8473805,1e-05,0.0551335,1.7e-05,148.5,414.75,297.095543915613,25.7001487870656,,2024-05-30T17:47:41Z,robert@localhost,2024-05-30T17:47:41Z,robert@localhost
C03390,S10129,Austria,48.667,16.58,Neolithic,KLH1,7050,109,7050,R00451,Linearbandkeramik,0,inhumation,0,1,crouched,left,330,,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,neuge2015a,,255,0.0003635,0.0059465,0.003471,0.080769,0.006909,0.8473805,1e-05,0.0551335,1.7e-05,148.5,414.75,297.095543915613,25.7001487870656,,2024-05-30T17:47:41Z,robert@localhost,2024-05-30T17:47:41Z,robert@localhost
C03391,S10129,Austria,48.667,16.58,Neolithic,KLH1,7050,109,7050,R00452,Linearbandkeramik,0.5,inhumation,,1,crouched,left,320,,1,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,neuge2015a,,256,0.0003635,0.0059465,0.003471,0.080769,0.006909,0.8473805,1e-05,0.0551335,1.7e-05,148.5,414.75,297.095543915613,25.7001487870656,,2024-05-30T17:47:41Z,robert@localhost,2024-05-30T17:47:41Z,robert@localhost
C03392,S10129,Austria,48.667,16.58,Neolithic,KLH1,7050,109,7050,R00453,Linearbandkeramik,0,inhumation,0,1,crouched,left,90,,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,neuge2015a,,257,0.0003635,0.0059465,0.003471,0.080769,0.006909,0.8473805,1e-05,0.0551335,1.7e-05,148.5,414.75,297.095543915613,25.7001487870656,,2024-05-30T17:47:41Z,robert@localhost,2024-05-30T17:47:41Z,robert@localhost
C03393,S10129,Austria,48.667,16.58,Neolithic,KLH1,7050,109,7050,R00454,Linearbandkeramik,0,inhumation,1,,,,,,0,,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,neuge2015a,,258,0.0003635,0.0059465,0.003471,0.080769,0.006909,0.8473805,1e-05,0.0551335,1.7e-05,148.5,414.75,297.095543915613,25.7001487870656,,2024-05-30T17:47:41Z,robert@localhost,2024-05-30T17:47:41Z,robert@localhost
C03394,S10129,Austria,48.667,16.58,Neolithic,KLH1,7050,109,7050,R00455,Linearbandkeramik,1,inhumation,1,,,,,,1,,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,neuge2015a,,259,0.0003635,0.0059465,0.003471,0.080769,0.006909,0.8473805,1e-05,0.0551335,1.7e-05,148.5,414.75,297.095543915613,25.7001487870656,,2024-05-30T17:47:41Z,robert@localhost,2024-05-30T17:47:41Z,robert@localhost
C03395,S10129,Austria,48.667,16.58,Neolithic,KLH1,7050,109,7050,R00456,Linearbandkeramik,0.5,inhumation,1,,,,,,1,,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,neuge2015a,,260,0.0003635,0.0059465,0.003471,0.080769,0.006909,0.8473805,1e-05,0.0551335,1.7e-05,148.5,414.75,297.095543915613,25.7001487870656,,2024-05-30T17:47:41Z,robert@localhost,2024-05-30T17:47:41Z,robert@localhost
C03396,S10129,Austria,48.667,16.58,Neolithic,KLH1,7050,109,7050,R00457,Linearbandkeramik,0,inhumation,0,1,crouched,left,100,,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,neuge2015a,,261,0.0003635,0.0059465,0.003471,0.080769,0.006909,0.8473805,1e-05,0.0551335,1.7e-05,148.5,414.75,297.095543915613,25.7001487870656,,2024-05-30T17:47:41Z,robert@localhost,2024-05-30T17:47:41Z,robert@localhost
C03397,S10129,Austria,48.667,16.58,Neolithic,KLH1,7050,109,7050,R00458,Linearbandkeramik,1,inhumation,0,1,crouched,left,110,,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,neuge2015a,,262,0.0003635,0.0059465,0.003471,0.080769,0.006909,0.8473805,1e-05,0.0551335,1.7e-05,148.5,414.75,297.095543915613,25.7001487870656,,2024-05-30T17:47:41Z,robert@localhost,2024-05-30T17:47:41Z,robert@localhost
C03398,S10129,Austria,48.667,16.58,Neolithic,KLH1,7050,109,7050,R00459,Linearbandkeramik,1,inhumation,0,1,crouched,left,340,,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,neuge2015a,,263,0.0003635,0.0059465,0.003471,0.080769,0.006909,0.8473805,1e-05,0.0551335,1.7e-05,148.5,414.75,297.095543915613,25.7001487870656,,2024-05-30T17:47:41Z,robert@localhost,2024-05-30T17:47:41Z,robert@localhost
C03399,S10129,Austria,48.667,16.58,Neolithic,KLH1,7050,109,7050,R00460,Linearbandkeramik,0.5,inhumation,0,1,crouched,right,,,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,neuge2015a,,264,0.0003635,0.0059465,0.003471,0.080769,0.006909,0.8473805,1e-05,0.0551335,1.7e-05,148.5,414.75,297.095543915613,25.7001487870656,,2024-05-30T17:47:41Z,robert@localhost,2024-05-30T17:47:41Z,robert@localhost
C03400,S10129,Austria,48.667,16.58,Neolithic,KLH1,7050,109,7050,R00461,Linearbandkeramik,0.5,inhumation,,1,,,165,,1,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,neuge2015a,,265,0.0003635,0.0059465,0.003471,0.080769,0.006909,0.8473805,1e-05,0.0551335,1.7e-05,148.5,414.75,297.095543915613,25.7001487870656,,2024-05-30T17:47:41Z,robert@localhost,2024-05-30T17:47:41Z,robert@localhost
C03401,S10129,Austria,48.667,16.58,Neolithic,KLH1,7050,109,7050,R00462,Linearbandkeramik,0.5,inhumation,,,,,,,1,,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,neuge2015a,,266,0.0003635,0.0059465,0.003471,0.080769,0.006909,0.8473805,1e-05,0.0551335,1.7e-05,148.5,414.75,297.095543915613,25.7001487870656,,2024-05-30T17:47:41Z,robert@localhost,2024-05-30T17:47:41Z,robert@localhost
