IndividualID;Culture;Period
C13793;La Tène;Iron Age
C13794;La Tène;Iron Age
C13795;La Tène;Iron Age
C13796;La Tène;Iron Age
C13797;La Tène;Iron Age
C13798;La Tène;Iron Age
C13799;La Tène;Iron Age
C03653;\N;Neolithic
C00077;Lažňany;Eneolithic
C00078;Lažňany;Eneolithic
C00079;Lažňany;Eneolithic
C00080;Lažňany;Eneolithic
C00081;Lažňany;Eneolithic
C00082;Lažňany;Eneolithic
C00083;Lažňany;Eneolithic
C00084;Lažňany;Eneolithic
C00085;Lažňany;Eneolithic
C00086;Lažňany;Eneolithic
C00087;Lažňany;Eneolithic
C00088;Lažňany;Eneolithic
C00089;Lažňany;Eneolithic
C00090;Lažňany;Eneolithic
C00091;Lažňany;Eneolithic
C00092;Lažňany;Eneolithic
C00093;Lažňany;Eneolithic
C00094;Lažňany;Eneolithic
C00095;Lažňany;Eneolithic
C00096;Lažňany;Eneolithic
C00097;Lažňany;Eneolithic
C00098;Lažňany;Eneolithic
C00099;Lažňany;Eneolithic
C00100;Lažňany;Eneolithic
C00101;Lažňany;Eneolithic
C00102;Lažňany;Eneolithic
C00103;Lažňany;Eneolithic
C00104;Lažňany;Eneolithic
C00105;Lažňany;Eneolithic
C00106;Lažňany;Eneolithic
C00107;Lažňany;Eneolithic
C00108;Lažňany;Eneolithic
C00109;Lažňany;Eneolithic
C00110;Lažňany;Eneolithic
C00111;Lažňany;Eneolithic
C00112;Lažňany;Eneolithic
C00113;Lažňany;Eneolithic
C00114;Lažňany;Eneolithic
C00115;Lažňany;Eneolithic
C00116;Lažňany;Eneolithic
C00117;Lažňany;Eneolithic
C00118;Lažňany;Eneolithic
C00119;Lažňany;Eneolithic
C00120;Lažňany;Eneolithic
C00121;Lažňany;Eneolithic
C00122;Lažňany;Eneolithic
C00123;Lažňany;Eneolithic
C00124;Lažňany;Eneolithic
C00125;Lažňany;Eneolithic
C00126;Lažňany;Eneolithic
C00127;Lažňany;Eneolithic
C00128;Lažňany;Eneolithic
C00129;Lažňany;Eneolithic
C00130;Lažňany;Eneolithic
C00131;Lažňany;Eneolithic
C00132;Lažňany;Eneolithic
C00133;Lažňany;Eneolithic
C00134;Lažňany;Eneolithic
C00135;Lažňany;Eneolithic
C00136;Lažňany;Eneolithic
C00137;Lažňany;Eneolithic
C00138;Lažňany;Eneolithic
C00139;Lažňany;Eneolithic
C00140;Lažňany;Eneolithic
C00141;Lažňany;Eneolithic
C00142;Lažňany;Eneolithic
C00143;Lažňany;Eneolithic
C00144;Lažňany;Eneolithic
C00145;Lažňany;Eneolithic
C00146;Lažňany;Eneolithic
C00147;Lažňany;Eneolithic
C00148;Lažňany;Eneolithic
C00149;Lažňany;Eneolithic
C00150;Lažňany;Eneolithic
C00151;Lažňany;Eneolithic
C00152;Lažňany;Eneolithic
C00153;Lažňany;Eneolithic
C00154;Lažňany;Eneolithic
C00155;Lažňany;Eneolithic
C00156;Lažňany;Eneolithic
C00157;Lažňany;Eneolithic
C00158;Lažňany;Eneolithic
C00159;Lažňany;Eneolithic
C00160;Lažňany;Eneolithic
C00161;Lažňany;Eneolithic
C00162;Lažňany;Eneolithic
C00163;Lažňany;Eneolithic
C00164;Lažňany;Eneolithic
C00165;Lažňany;Eneolithic
C00746;Lengyel;Neolithic
C00747;Lengyel;Neolithic
C00748;Lengyel;Neolithic
C00749;Lengyel;Neolithic
C00750;Lengyel;Neolithic
C00751;Lengyel;Neolithic
C00752;Lengyel;Neolithic
C00753;Lengyel;Neolithic
C00754;Lengyel;Neolithic
C00755;Lengyel;Neolithic
C00756;Lengyel;Neolithic
C00757;Lengyel;Neolithic
C00758;Lengyel;Neolithic
C00759;Lengyel;Neolithic
C00760;Lengyel;Neolithic
C00761;Lengyel;Neolithic
C00762;Lengyel;Neolithic
C00763;Lengyel;Neolithic
C00764;Lengyel;Neolithic
C00765;Lengyel;Neolithic
C00766;Lengyel;Neolithic
C00767;Lengyel;Neolithic
C00768;Lengyel;Neolithic
C04311;Lengyel;Neolithic
C04312;Lengyel;Neolithic
C04313;Lengyel;Neolithic
C04314;Lengyel;Neolithic
C04315;Lengyel;Neolithic
C04316;Lengyel;Neolithic
C04317;Lengyel;Neolithic
C04318;Lengyel;Neolithic
C04319;Lengyel;Neolithic
C04320;Lengyel;Neolithic
C04321;Lengyel;Neolithic
C04323;Lengyel;Neolithic
C04324;Lengyel;Neolithic
C04325;Lengyel;Neolithic
C04327;Lengyel;Neolithic
C04331;Lengyel;Neolithic
C04332;Lengyel;Neolithic
C04333;Lengyel;Neolithic
C04334;Lengyel;Neolithic
C04335;Lengyel;Neolithic
C04336;Lengyel;Neolithic
C04337;Lengyel;Neolithic
C04338;Lengyel;Neolithic
C04339;Lengyel;Neolithic
C04340;Lengyel;Neolithic
C04341;Lengyel;Neolithic
C04342;Lengyel;Neolithic
C04343;Lengyel;Neolithic
C04344;Lengyel;Neolithic
C04345;Lengyel;Neolithic
C04346;Lengyel;Neolithic
C04347;Lengyel;Neolithic
C04348;Lengyel;Neolithic
C04349;Lengyel;Neolithic
C04350;Lengyel;Neolithic
C04351;Lengyel;Neolithic
C04352;Lengyel;Neolithic
C04353;Lengyel;Neolithic
C04354;Lengyel;Neolithic
C04357;Lengyel;Neolithic
C04358;Lengyel;Neolithic
C04359;Lengyel;Neolithic
C04360;Lengyel;Neolithic
C04361;Lengyel;Neolithic
C04362;Lengyel;Neolithic
C04363;Lengyel;Neolithic
C04364;Lengyel;Neolithic
C04365;Lengyel;Neolithic
C04366;Lengyel;Neolithic
C04367;Lengyel;Neolithic
C04368;Lengyel;Neolithic
C04369;Lengyel;Neolithic
C04370;Lengyel;Neolithic
C04371;Lengyel;Neolithic
C04372;Lengyel;Neolithic
C04373;Lengyel;Neolithic
C04374;Lengyel;Neolithic
C04375;Lengyel;Neolithic
C04376;Lengyel;Neolithic
C04377;Lengyel;Neolithic
C04378;Lengyel;Neolithic
C04379;Lengyel;Neolithic
C04380;Lengyel;Neolithic
C04381;Lengyel;Neolithic
C04382;Lengyel;Neolithic
C04383;Lengyel;Neolithic
C04386;Lengyel;Neolithic
C04387;Lengyel;Neolithic
C04388;Lengyel;Neolithic
C04389;Lengyel;Neolithic
C04390;Lengyel;Neolithic
C04391;Lengyel;Neolithic
C04392;Lengyel;Neolithic
C04393;Lengyel;Neolithic
C04394;Lengyel;Neolithic
C04395;Lengyel;Neolithic
C04396;Lengyel;Neolithic
C04397;Lengyel;Neolithic
C04398;Lengyel;Neolithic
C04399;Lengyel;Neolithic
C04400;Lengyel;Neolithic
C04401;Lengyel;Neolithic
C04402;Lengyel;Neolithic
C04403;Lengyel;Neolithic
C04404;Lengyel;Neolithic
C04405;Lengyel;Neolithic
C04406;Lengyel;Neolithic
C04407;Lengyel;Neolithic
C04408;Lengyel;Neolithic
C04410;Lengyel;Neolithic
C04411;Lengyel;Neolithic
C04412;Lengyel;Neolithic
C04413;Lengyel;Neolithic
C04414;Lengyel;Neolithic
C04415;Lengyel;Neolithic
C04416;Lengyel;Neolithic
C04417;Lengyel;Neolithic
C04418;Lengyel;Neolithic
C04419;Lengyel;Neolithic
C04420;Lengyel;Neolithic
C04421;Lengyel;Neolithic
C04422;Lengyel;Neolithic
C04423;Lengyel;Neolithic
C04424;Lengyel;Neolithic
C04425;Lengyel;Neolithic
C04426;Lengyel;Neolithic
C04427;Lengyel;Neolithic
C04428;Lengyel;Neolithic
C04429;Lengyel;Neolithic
C04430;Lengyel;Neolithic
C04431;Lengyel;Neolithic
C04434;Lengyel;Neolithic
C04435;Lengyel;Neolithic
C04436;Lengyel;Neolithic
C04437;Lengyel;Neolithic
C04438;Lengyel;Neolithic
C04439;Lengyel;Neolithic
C04440;Lengyel;Neolithic
C04441;Lengyel;Neolithic
C04442;Lengyel;Neolithic
C04443;Lengyel;Neolithic
C04444;Lengyel;Neolithic
C04445;Lengyel;Neolithic
C04447;Lengyel;Neolithic
C04448;Lengyel;Neolithic
C04449;Lengyel;Neolithic
C04450;Lengyel;Neolithic
C04451;Lengyel;Neolithic
C04452;Lengyel;Neolithic
C04453;Lengyel;Neolithic
C04454;Lengyel;Neolithic
C04455;Lengyel;Neolithic
C04456;Lengyel;Neolithic
C04457;Lengyel;Neolithic
C04458;Lengyel;Neolithic
C04459;Lengyel;Neolithic
C04460;Lengyel;Neolithic
C04461;Lengyel;Neolithic
C04462;Lengyel;Neolithic
C04463;Lengyel;Neolithic
C04464;Lengyel;Neolithic
C04465;Lengyel;Neolithic
C04466;Lengyel;Neolithic
C04467;Lengyel;Neolithic
C04468;Lengyel;Neolithic
C04469;Lengyel;Neolithic
C04470;Lengyel;Neolithic
C03864;Lepenski Vir-Schela Cladovei;Mesolithic
C03865;Lepenski Vir-Schela Cladovei;Mesolithic
C03868;Lepenski Vir-Schela Cladovei;Mesolithic
C03869;Lepenski Vir-Schela Cladovei;Mesolithic
C03870;Lepenski Vir-Schela Cladovei;Mesolithic
C03871;Lepenski Vir-Schela Cladovei;Mesolithic
C03872;Lepenski Vir-Schela Cladovei;Mesolithic
C03873;Lepenski Vir-Schela Cladovei;Mesolithic
C03897;Lepenski Vir-Schela Cladovei;Mesolithic
C03898;Lepenski Vir-Schela Cladovei;Mesolithic
C03899;Lepenski Vir-Schela Cladovei;Mesolithic
C03900;Lepenski Vir-Schela Cladovei;Mesolithic
C03901;Lepenski Vir-Schela Cladovei;Mesolithic
C03902;Lepenski Vir-Schela Cladovei;Mesolithic
C03903;Lepenski Vir-Schela Cladovei;Mesolithic
C03904;Lepenski Vir-Schela Cladovei;Mesolithic
C03905;Lepenski Vir-Schela Cladovei;Mesolithic
C03906;Lepenski Vir-Schela Cladovei;Mesolithic
C03907;Lepenski Vir-Schela Cladovei;Mesolithic
C03908;Lepenski Vir-Schela Cladovei;Mesolithic
C03909;Lepenski Vir-Schela Cladovei;Mesolithic
C03910;Lepenski Vir-Schela Cladovei;Mesolithic
C03911;Lepenski Vir-Schela Cladovei;Mesolithic
C03912;Lepenski Vir-Schela Cladovei;Mesolithic
C03913;Lepenski Vir-Schela Cladovei;Mesolithic
C03914;Lepenski Vir-Schela Cladovei;Mesolithic
C03915;Lepenski Vir-Schela Cladovei;Mesolithic
C03916;Lepenski Vir-Schela Cladovei;Mesolithic
C03917;Lepenski Vir-Schela Cladovei;Mesolithic
C03918;Lepenski Vir-Schela Cladovei;Mesolithic
C03919;Lepenski Vir-Schela Cladovei;Mesolithic
C03920;Lepenski Vir-Schela Cladovei;Mesolithic
C03921;Lepenski Vir-Schela Cladovei;Mesolithic
C03922;Lepenski Vir-Schela Cladovei;Mesolithic
C03923;Lepenski Vir-Schela Cladovei;Mesolithic
C03924;Lepenski Vir-Schela Cladovei;Mesolithic
C03925;Lepenski Vir-Schela Cladovei;Mesolithic
C03926;Lepenski Vir-Schela Cladovei;Mesolithic
C03927;Lepenski Vir-Schela Cladovei;Mesolithic
C03928;Lepenski Vir-Schela Cladovei;Mesolithic
C03929;Lepenski Vir-Schela Cladovei;Mesolithic/Neolithic
C03930;Lepenski Vir-Schela Cladovei;Mesolithic/Neolithic
C03931;Lepenski Vir-Schela Cladovei;Mesolithic/Neolithic
C03932;Lepenski Vir-Schela Cladovei;Mesolithic/Neolithic
C03933;Lepenski Vir-Schela Cladovei;Neolithic
C03934;Lepenski Vir-Schela Cladovei;Mesolithic
C09838;Lepenski Vir-Schela Cladovei;Mesolithic
C09839;Lepenski Vir-Schela Cladovei;Mesolithic
C13535;\N;Bronze Age/Iron Age
C13536;\N;Bronze Age/Iron Age
C13537;\N;Bronze Age/Iron Age
C00001;Linearbandkeramik;Neolithic
C00002;Linearbandkeramik;Neolithic
C00003;Linearbandkeramik;Neolithic
C00004;Linearbandkeramik;Neolithic
C00005;Linearbandkeramik;Neolithic
C00006;Linearbandkeramik;Neolithic
C00007;Linearbandkeramik;Neolithic
C00008;Linearbandkeramik;Neolithic
C00009;Linearbandkeramik;Neolithic
C00010;Linearbandkeramik;Neolithic
C00012;Linearbandkeramik;Neolithic
C00013;Linearbandkeramik;Neolithic
C00014;Linearbandkeramik;Neolithic
C00015;Linearbandkeramik;Neolithic
C00016;Linearbandkeramik;Neolithic
C00017;Linearbandkeramik;Neolithic
C00018;Linearbandkeramik;Neolithic
C00019;Linearbandkeramik;Neolithic
C00020;Linearbandkeramik;Neolithic
C00021;Linearbandkeramik;Neolithic
C00022;Linearbandkeramik;Neolithic
C00023;Linearbandkeramik;Neolithic
C00024;Linearbandkeramik;Neolithic
C00025;Linearbandkeramik;Neolithic
C00026;Linearbandkeramik;Neolithic
C00027;Linearbandkeramik;Neolithic
C00028;Linearbandkeramik;Neolithic
C00029;Linearbandkeramik;Neolithic
C00030;Linearbandkeramik;Neolithic
C00031;Linearbandkeramik;Neolithic
C00032;Linearbandkeramik;Neolithic
C00033;Linearbandkeramik;Neolithic
C00034;Linearbandkeramik;Neolithic
C00035;Linearbandkeramik;Neolithic
C00036;Linearbandkeramik;Neolithic
C00037;Linearbandkeramik;Neolithic
C00038;Linearbandkeramik;Neolithic
C00039;Linearbandkeramik;Neolithic
C00040;Linearbandkeramik;Neolithic
C00041;Linearbandkeramik;Neolithic
C00042;Linearbandkeramik;Neolithic
C00043;Linearbandkeramik;Neolithic
C00044;Linearbandkeramik;Neolithic
C00045;Linearbandkeramik;Neolithic
C00046;Linearbandkeramik;Neolithic
C00047;Linearbandkeramik;Neolithic
C00048;Linearbandkeramik;Neolithic
C00049;Linearbandkeramik;Neolithic
C00050;Linearbandkeramik;Neolithic
C00051;Linearbandkeramik;Neolithic
C00052;Linearbandkeramik;Neolithic
C00053;Linearbandkeramik;Neolithic
C00054;Linearbandkeramik;Neolithic
C00055;Linearbandkeramik;Neolithic
C00056;Linearbandkeramik;Neolithic
C00057;Linearbandkeramik;Neolithic
C00058;Linearbandkeramik;Neolithic
C00059;Linearbandkeramik;Neolithic
C00060;Linearbandkeramik;Neolithic
C00061;Linearbandkeramik;Neolithic
C00062;Linearbandkeramik;Neolithic
C00063;Linearbandkeramik;Neolithic
C00064;Linearbandkeramik;Neolithic
C00065;Linearbandkeramik;Neolithic
C00066;Linearbandkeramik;Neolithic
C00067;Linearbandkeramik;Neolithic
C00068;Linearbandkeramik;Neolithic
C00069;Linearbandkeramik;Neolithic
C00070;Linearbandkeramik;Neolithic
C00071;Linearbandkeramik;Neolithic
C00072;Linearbandkeramik;Neolithic
C00073;Linearbandkeramik;Neolithic
C00074;Linearbandkeramik;Neolithic
C00075;Linearbandkeramik;Neolithic
C00076;Linearbandkeramik;Neolithic
C00718;Linearbandkeramik;Neolithic
C00719;Linearbandkeramik;Neolithic
C00720;Linearbandkeramik;Neolithic
C00721;Linearbandkeramik;Neolithic
C00724;Linearbandkeramik;Neolithic
C00725;Linearbandkeramik;Neolithic
C00726;Linearbandkeramik;Neolithic
C00727;Linearbandkeramik;Neolithic
C00728;Linearbandkeramik;Neolithic
C00729;Linearbandkeramik;Neolithic
C00769;Linearbandkeramik;Neolithic
C03018;Linearbandkeramik;Neolithic
C03019;Linearbandkeramik;Neolithic
C03020;Linearbandkeramik;Neolithic
C03021;Linearbandkeramik;Neolithic
C03359;Linearbandkeramik;Neolithic
C03360;Linearbandkeramik;Neolithic
C03361;Linearbandkeramik;Neolithic
C03362;Linearbandkeramik;Neolithic
C03363;Linearbandkeramik;Neolithic
C03364;Linearbandkeramik;Neolithic
C03365;Linearbandkeramik;Neolithic
C03366;Linearbandkeramik;Neolithic
C03367;Linearbandkeramik;Neolithic
C03368;Linearbandkeramik;Neolithic
C03369;Linearbandkeramik;Neolithic
C03370;Linearbandkeramik;Neolithic
C03371;Linearbandkeramik;Neolithic
C03372;Linearbandkeramik;Neolithic
C03373;Linearbandkeramik;Neolithic
C03374;Linearbandkeramik;Neolithic
C03375;Linearbandkeramik;Neolithic
C03376;Linearbandkeramik;Neolithic
C03377;Linearbandkeramik;Neolithic
C03378;Linearbandkeramik;Neolithic
C03379;Linearbandkeramik;Neolithic
C03380;Linearbandkeramik;Neolithic
C03381;Linearbandkeramik;Neolithic
C03382;Linearbandkeramik;Neolithic
C03383;Linearbandkeramik;Neolithic
C03384;Linearbandkeramik;Neolithic
C03385;Linearbandkeramik;Neolithic
C03386;Linearbandkeramik;Neolithic
C03387;Linearbandkeramik;Neolithic
C03388;Linearbandkeramik;Neolithic
C03389;Linearbandkeramik;Neolithic
C03390;Linearbandkeramik;Neolithic
C03391;Linearbandkeramik;Neolithic
C03392;Linearbandkeramik;Neolithic
C03393;Linearbandkeramik;Neolithic
C03394;Linearbandkeramik;Neolithic
C03395;Linearbandkeramik;Neolithic
C03396;Linearbandkeramik;Neolithic
C03397;Linearbandkeramik;Neolithic
C03398;Linearbandkeramik;Neolithic
C03399;Linearbandkeramik;Neolithic
C03400;Linearbandkeramik;Neolithic
C03401;Linearbandkeramik;Neolithic
C03402;Linearbandkeramik;Neolithic
C03403;Linearbandkeramik;Neolithic
C03404;Linearbandkeramik;Neolithic
C03405;Linearbandkeramik;Neolithic
C03406;Linearbandkeramik;Neolithic
C03407;Linearbandkeramik;Neolithic
C03408;Linearbandkeramik;Neolithic
C03409;Linearbandkeramik;Neolithic
C03410;Linearbandkeramik;Neolithic
C03411;Linearbandkeramik;Neolithic
C03412;Linearbandkeramik;Neolithic
C03413;Linearbandkeramik;Neolithic
C03414;Linearbandkeramik;Neolithic
C03415;Linearbandkeramik;Neolithic
C03416;Linearbandkeramik;Neolithic
C03417;Linearbandkeramik;Neolithic
C03418;Linearbandkeramik;Neolithic
C03419;Linearbandkeramik;Neolithic
C03420;Linearbandkeramik;Neolithic
C03421;Linearbandkeramik;Neolithic
C03422;Linearbandkeramik;Neolithic
C03423;Linearbandkeramik;Neolithic
C03424;Linearbandkeramik;Neolithic
C03425;Linearbandkeramik;Neolithic
C03426;Linearbandkeramik;Neolithic
C03427;Linearbandkeramik;Neolithic
C03428;Linearbandkeramik;Neolithic
C03429;Linearbandkeramik;Neolithic
C03430;Linearbandkeramik;Neolithic
C03431;Linearbandkeramik;Neolithic
C03432;Linearbandkeramik;Neolithic
C03433;Linearbandkeramik;Neolithic
C03434;Linearbandkeramik;Neolithic
C03435;Linearbandkeramik;Neolithic
C03436;Linearbandkeramik;Neolithic
C03437;Linearbandkeramik;Neolithic
C03438;Linearbandkeramik;Neolithic
C03439;Linearbandkeramik;Neolithic
C03440;Linearbandkeramik;Neolithic
C03441;Linearbandkeramik;Neolithic
C03442;Linearbandkeramik;Neolithic
C03443;Linearbandkeramik;Neolithic
C03444;Linearbandkeramik;Neolithic
C03445;Linearbandkeramik;Neolithic
C03446;Linearbandkeramik;Neolithic
C03447;Linearbandkeramik;Neolithic
C03448;Linearbandkeramik;Neolithic
C03449;Linearbandkeramik;Neolithic
C03450;Linearbandkeramik;Neolithic
C03451;Linearbandkeramik;Neolithic
C03452;Linearbandkeramik;Neolithic
C03453;Linearbandkeramik;Neolithic
C03454;Linearbandkeramik;Neolithic
C03455;Linearbandkeramik;Neolithic
C04446;Linearbandkeramik;Neolithic
C04494;Linearbandkeramik;Neolithic
C04495;Linearbandkeramik;Neolithic
C04496;Linearbandkeramik;Neolithic
C04497;Linearbandkeramik;Neolithic
C04498;Linearbandkeramik;Neolithic
C04499;Linearbandkeramik;Neolithic
C04500;Linearbandkeramik;Neolithic
C04501;Linearbandkeramik;Neolithic
C04502;Linearbandkeramik;Neolithic
C04503;Linearbandkeramik;Neolithic
C04504;Linearbandkeramik;Neolithic
C04505;Linearbandkeramik;Neolithic
C04506;Linearbandkeramik;Neolithic
C04507;Linearbandkeramik;Neolithic
C04508;Linearbandkeramik;Neolithic
C04509;Linearbandkeramik;Neolithic
C04510;Linearbandkeramik;Neolithic
C04511;Linearbandkeramik;Neolithic
C04512;Linearbandkeramik;Neolithic
C04513;Linearbandkeramik;Neolithic
C04514;Linearbandkeramik;Neolithic
C04515;Linearbandkeramik;Neolithic
C04516;Linearbandkeramik;Neolithic
C04517;Linearbandkeramik;Neolithic
C04518;Linearbandkeramik;Neolithic
C04519;Linearbandkeramik;Neolithic
C04520;Linearbandkeramik;Neolithic
C04521;Linearbandkeramik;Neolithic
C04522;Linearbandkeramik;Neolithic
C04523;Linearbandkeramik;Neolithic
C04524;Linearbandkeramik;Neolithic
C04525;Linearbandkeramik;Neolithic
C04526;Linearbandkeramik;Neolithic
C04527;Linearbandkeramik;Neolithic
C04528;Linearbandkeramik;Neolithic
C04529;Linearbandkeramik;Neolithic
C04530;Linearbandkeramik;Neolithic
C04531;Linearbandkeramik;Neolithic
C04532;Linearbandkeramik;Neolithic
C04533;Linearbandkeramik;Neolithic
C04534;Linearbandkeramik;Neolithic
C04535;Linearbandkeramik;Neolithic
C04536;Linearbandkeramik;Neolithic
C04537;Linearbandkeramik;Neolithic
C04538;Linearbandkeramik;Neolithic
C04539;Linearbandkeramik;Neolithic
C04540;Linearbandkeramik;Neolithic
C04541;Linearbandkeramik;Neolithic
C04542;Linearbandkeramik;Neolithic
C04543;Linearbandkeramik;Neolithic
C04544;Linearbandkeramik;Neolithic
C04545;Linearbandkeramik;Neolithic
C04546;Linearbandkeramik;Neolithic
C04547;Linearbandkeramik;Neolithic
C04548;Linearbandkeramik;Neolithic
C04549;Linearbandkeramik;Neolithic
C04550;Linearbandkeramik;Neolithic
C04551;Linearbandkeramik;Neolithic
C04552;Linearbandkeramik;Neolithic
C04553;Linearbandkeramik;Neolithic
C04554;Linearbandkeramik;Neolithic
C04555;Linearbandkeramik;Neolithic
C04556;Linearbandkeramik;Neolithic
C04557;Linearbandkeramik;Neolithic
C04558;Linearbandkeramik;Neolithic
C04559;Linearbandkeramik;Neolithic
C04560;Linearbandkeramik;Neolithic
C04561;Linearbandkeramik;Neolithic
C04562;Linearbandkeramik;Neolithic
C04563;Linearbandkeramik;Neolithic
C04564;Linearbandkeramik;Neolithic
C04565;Linearbandkeramik;Neolithic
C04566;Linearbandkeramik;Neolithic
C04567;Linearbandkeramik;Neolithic
C04568;Linearbandkeramik;Neolithic
C04569;Linearbandkeramik;Neolithic
C04570;Linearbandkeramik;Neolithic
C04571;Linearbandkeramik;Neolithic
C04572;Linearbandkeramik;Neolithic
C04573;Linearbandkeramik;Neolithic
C04574;Linearbandkeramik;Neolithic
C04575;Linearbandkeramik;Neolithic
C04576;Linearbandkeramik;Neolithic
C04577;Linearbandkeramik;Neolithic
C12032;Linearbandkeramik;Neolithic
C12033;Linearbandkeramik;Neolithic
C12034;Linearbandkeramik;Neolithic
C12040;Linearbandkeramik;Neolithic
C12503;Linearbandkeramik;Neolithic
C12504;Linearbandkeramik;Neolithic
C12505;Linearbandkeramik;Neolithic
C12506;Linearbandkeramik;Neolithic
C12507;Linearbandkeramik;Neolithic
C12508;Linearbandkeramik;Neolithic
C12509;Linearbandkeramik;Neolithic
C12510;Linearbandkeramik;Neolithic
C12511;Linearbandkeramik;Neolithic
C12512;Linearbandkeramik;Neolithic
C12513;Linearbandkeramik;Neolithic
C12514;Linearbandkeramik;Neolithic
C12515;Linearbandkeramik;Neolithic
C12516;Linearbandkeramik;Neolithic
C12517;Linearbandkeramik;Neolithic
C12518;Linearbandkeramik;Neolithic
C12519;Linearbandkeramik;Neolithic
C12520;Linearbandkeramik;Neolithic
C12521;Linearbandkeramik;Neolithic
C13549;Linearbandkeramik;Neolithic
C13697;Linearbandkeramik;Neolithic
C13698;Linearbandkeramik;Neolithic
C13715;Linearbandkeramik;Neolithic
C13716;Linearbandkeramik;Neolithic
C13759;Linearbandkeramik;Neolithic
C13765;Linearbandkeramik;Neolithic
C03699;\N;Eneolithic
C09841;Mariupol;Eneolithic
C09842;Mariupol;Eneolithic
C09843;Mariupol;Eneolithic
C09844;Mariupol;Eneolithic
C09845;Mariupol;Eneolithic
C09846;Mariupol;Eneolithic
C09847;Mariupol;Eneolithic
C09848;Mariupol;Eneolithic
C09849;Mariupol;Eneolithic
C09850;Mariupol;Eneolithic
C09851;Mariupol;Eneolithic
C09852;Mariupol;Eneolithic
C09853;Mariupol;Eneolithic
C09854;Mariupol;Eneolithic
C09855;Mariupol;Eneolithic
C12046;Michelsberg;Neolithic
C12048;Michelsberg;Neolithic
C12058;Michelsberg;Neolithic
C12059;Michelsberg;Neolithic
C12060;Michelsberg;Neolithic
C12061;Michelsberg;Neolithic
C12062;Michelsberg;Neolithic
C12066;Michelsberg;Neolithic
C12067;Michelsberg;Neolithic
C12068;Michelsberg;Neolithic
C07451;\N;Eneolithic
C07450;\N;Eneolithic
C07452;\N;Eneolithic
C03004;\N;Neolithic
C03005;\N;Neolithic
C02832;Nagyrév;Bronze Age
C02868;Nagyrév;Bronze Age
C02874;Nagyrév;Bronze Age
C02904;Nagyrév;Bronze Age
C02936;Nagyrév;Bronze Age
C03337;Nagyrév;Bronze Age
C03340;Nagyrév;Bronze Age
C05319;Nagyrév;Bronze Age
C05321;Nagyrév;Bronze Age
C05335;Nagyrév;Bronze Age
C05336;Nagyrév;Bronze Age
C05399;Nagyrév;Bronze Age
C05403;Nagyrév;Bronze Age
C05408;Nagyrév;Bronze Age
C05413;Nagyrév;Bronze Age
C05414;Nagyrév;Bronze Age
C05432;Nagyrév;Bronze Age
C05436;Nagyrév;Bronze Age
C05437;Nagyrév;Bronze Age
C05448;Nagyrév;Bronze Age
C05455;Nagyrév;Bronze Age
C05469;Nagyrév;Bronze Age
C05473;Nagyrév;Bronze Age
C05501;Nagyrév;Bronze Age
C05537;Nagyrév;Bronze Age
C05580;Nagyrév;Bronze Age
C05585;Nagyrév;Bronze Age
C05596;Nagyrév;Bronze Age
C05611;Nagyrév;Bronze Age
C05774;Nagyrév;Bronze Age
C05775;Nagyrév;Bronze Age
C05776;Nagyrév;Bronze Age
C05786;Nagyrév;Bronze Age
C05826;Nagyrév;Bronze Age
C05829;Nagyrév;Bronze Age
C05830;Nagyrév;Bronze Age
C05832;Nagyrév;Bronze Age
C05833;Nagyrév;Bronze Age
C05834;Nagyrév;Bronze Age
C05835;Nagyrév;Bronze Age
C05836;Nagyrév;Bronze Age
C05838;Nagyrév;Bronze Age
C05841;Nagyrév;Bronze Age
C05843;Nagyrév;Bronze Age
C05847;Nagyrév;Bronze Age
C05851;Nagyrév;Bronze Age
C05854;Nagyrév;Bronze Age
C05867;Nagyrév;Bronze Age
C05873;Nagyrév;Bronze Age
C05899;Nagyrév;Bronze Age
C05925;Nagyrév;Bronze Age
C05944;Nagyrév;Bronze Age
C05975;Nagyrév;Bronze Age
C05976;Nagyrév;Bronze Age
C02831;\N;Bronze Age
C09411;\N;Bronze Age
C09426;\N;Neolithic
C09427;\N;Neolithic
C12559;Planning-Friedberg-Rössen;Neolithic
C12564;Planning-Friedberg-Rössen;Neolithic
C12554;Planning-Friedberg-Rössen;Neolithic
C12555;Planning-Friedberg-Rössen;Neolithic
C12556;Planning-Friedberg-Rössen;Neolithic
C12557;Planning-Friedberg-Rössen;Neolithic
C12558;Planning-Friedberg-Rössen;Neolithic
C12560;Planning-Friedberg-Rössen;Neolithic
C12561;Planning-Friedberg-Rössen;Neolithic
C12562;Planning-Friedberg-Rössen;Neolithic
C12563;Planning-Friedberg-Rössen;Neolithic
C12565;Planning-Friedberg-Rössen;Neolithic
C03469;\N;Eneolithic
C09362;\N;Iron Age
C07501;Řivnáč;Eneolithic
C07502;Řivnáč;Eneolithic
C07650;Řivnáč;Eneolithic
C07657;Řivnáč;Eneolithic
C07658;Řivnáč;Eneolithic
C07659;Řivnáč;Eneolithic
C07660;Řivnáč;Eneolithic
C07661;Řivnáč;Eneolithic
C07662;Řivnáč;Eneolithic
C07663;Řivnáč;Eneolithic
C04074;\N;Iron Age
C09332;Scandinavian Late Neolithic;Neolithic
C09333;Scandinavian Late Neolithic;Neolithic
