Run,Performance,Model,Variable
2,0.900924702774108,Best model,Back
3,0.90885072655218,Best model,Back
4,0.926023778071334,Best model,Back
5,0.898282694848085,Best model,Back
6,0.920739762219287,Best model,Back
7,0.919418758256275,Best model,Back
8,0.922060766182299,Best model,Back
9,0.92998678996037,Best model,Back
10,0.910171730515192,Best model,Back
11,0.916776750330251,Best model,Back
12,0.927344782034346,Best model,Back
13,0.920739762219287,Best model,Back
14,0.916776750330251,Best model,Back
15,0.924702774108322,Best model,Back
16,0.919418758256275,Best model,Back
17,0.915455746367239,Best model,Back
18,0.90885072655218,Best model,Back
19,0.911492734478203,Best model,Back
20,0.911492734478203,Best model,Back
21,0.922060766182299,Best model,Back
22,0.919418758256275,Best model,Back
23,0.918097754293263,Best model,Back
24,0.911492734478203,Best model,Back
25,0.927344782034346,Best model,Back
26,0.919418758256275,Best model,Back
27,0.918097754293263,Best model,Back
28,0.932628797886394,Best model,Back
29,0.906208718626156,Best model,Back
30,0.906208718626156,Best model,Back
31,0.926023778071334,Best model,Back
32,0.911492734478203,Best model,Back
33,0.92998678996037,Best model,Back
34,0.919418758256275,Best model,Back
35,0.904887714663144,Best model,Back
36,0.911492734478203,Best model,Back
37,0.910171730515192,Best model,Back
38,0.903566710700132,Best model,Back
39,0.914134742404227,Best model,Back
40,0.90885072655218,Best model,Back
41,0.927344782034346,Best model,Back
42,0.919418758256275,Best model,Back
43,0.903566710700132,Best model,Back
44,0.916776750330251,Best model,Back
45,0.885072655217966,Best model,Back
46,0.911492734478203,Best model,Back
47,0.928665785997358,Best model,Back
48,0.914134742404227,Best model,Back
49,0.916776750330251,Best model,Back
50,0.911492734478203,Best model,Back
51,0.915455746367239,Best model,Back
52,0.90885072655218,Best model,Back
53,0.919418758256275,Best model,Back
54,0.922060766182299,Best model,Back
55,0.895640686922061,Best model,Back
56,0.927344782034346,Best model,Back
57,0.920739762219287,Best model,Back
58,0.920739762219287,Best model,Back
59,0.906208718626156,Best model,Back
60,0.912813738441215,Best model,Back
61,0.92338177014531,Best model,Back
62,0.918097754293263,Best model,Back
63,0.907529722589168,Best model,Back
64,0.918097754293263,Best model,Back
65,0.916776750330251,Best model,Back
66,0.919418758256275,Best model,Back
67,0.90885072655218,Best model,Back
68,0.911492734478203,Best model,Back
69,0.911492734478203,Best model,Back
70,0.915455746367239,Best model,Back
71,0.912813738441215,Best model,Back
72,0.924702774108322,Best model,Back
73,0.920739762219287,Best model,Back
74,0.928665785997358,Best model,Back
75,0.92338177014531,Best model,Back
76,0.900924702774108,Best model,Back
77,0.920739762219287,Best model,Back
78,0.928665785997358,Best model,Back
79,0.906208718626156,Best model,Back
80,0.924702774108322,Best model,Back
81,0.914134742404227,Best model,Back
82,0.924702774108322,Best model,Back
83,0.916776750330251,Best model,Back
84,0.907529722589168,Best model,Back
85,0.914134742404227,Best model,Back
86,0.912813738441215,Best model,Back
87,0.92338177014531,Best model,Back
88,0.918097754293263,Best model,Back
89,0.920739762219287,Best model,Back
90,0.916776750330251,Best model,Back
91,0.906208718626156,Best model,Back
92,0.912813738441215,Best model,Back
93,0.895640686922061,Best model,Back
94,0.919418758256275,Best model,Back
95,0.924702774108322,Best model,Back
96,0.912813738441215,Best model,Back
97,0.926023778071334,Best model,Back
98,0.915455746367239,Best model,Back
99,0.92338177014531,Best model,Back
100,0.900924702774108,Best model,Back
